topico,fecha,diario,seccion,freq
copitos,2022-09-07,perfil,economia,0
odio,2022-09-07,perfil,economia,0
copitos,2022-09-07,perfil,espectaculos,0
odio,2022-09-07,perfil,espectaculos,0
copitos,2022-09-07,perfil,politica,0
odio,2022-09-07,perfil,politica,7
copitos,2022-09-07,perfil,internacional,0
odio,2022-09-07,perfil,internacional,0
copitos,2022-09-07,perfil,deportes,0
odio,2022-09-07,perfil,deportes,0
copitos,2022-09-07,casarosada,alberto,0
odio,2022-09-07,casarosada,alberto,0
copitos,2022-09-07,perfil,policiales,0
odio,2022-09-07,perfil,policiales,0
copitos,2022-09-07,lanacion,espectaculos,0
odio,2022-09-07,lanacion,espectaculos,0
copitos,2022-09-07,lanacion,deportes,0
odio,2022-09-07,lanacion,deportes,0
copitos,2022-09-07,ambito,economia,0
odio,2022-09-07,ambito,economia,0
copitos,2022-09-07,ambito,sociedad,0
odio,2022-09-07,ambito,sociedad,0
copitos,2022-09-07,paginadoce,rosario12,0
odio,2022-09-07,paginadoce,rosario12,0
copitos,2022-09-07,clarin,rural,0
odio,2022-09-07,clarin,rural,0
copitos,2022-09-07,eldestape,politica,1
odio,2022-09-07,eldestape,politica,5
copitos,2022-09-07,eldestape,economia,0
odio,2022-09-07,eldestape,economia,0
copitos,2022-09-07,infobae,internacional,0
odio,2022-09-07,infobae,internacional,2
copitos,2022-09-07,infobae,tendencias,0
odio,2022-09-07,infobae,tendencias,0
copitos,2022-09-07,infobae,inhouse,0
odio,2022-09-07,infobae,inhouse,0
copitos,2022-09-07,ambito,internacional,0
odio,2022-09-07,ambito,internacional,0
copitos,2022-09-07,ambito,espectaculos,0
odio,2022-09-07,ambito,espectaculos,0
copitos,2022-09-07,ambito,finanzas,0
odio,2022-09-07,ambito,finanzas,0
copitos,2022-09-07,todonoticias,espectaculos,0
odio,2022-09-07,todonoticias,espectaculos,0
copitos,2022-09-07,todonoticias,economia,0
odio,2022-09-07,todonoticias,economia,0
copitos,2022-09-07,todonoticias,sociedad,0
odio,2022-09-07,todonoticias,sociedad,0
copitos,2022-09-07,paginadoce,politica,0
odio,2022-09-07,paginadoce,politica,0
copitos,2022-09-07,paginadoce,espectaculos,0
odio,2022-09-07,paginadoce,espectaculos,0
copitos,2022-09-07,infobae,espectaculos,0
odio,2022-09-07,infobae,espectaculos,0
copitos,2022-09-07,infobae,cultura,0
odio,2022-09-07,infobae,cultura,0
copitos,2022-09-07,infobae,opinion,0
odio,2022-09-07,infobae,opinion,3
copitos,2022-09-07,ambito,politica,0
odio,2022-09-07,ambito,politica,4
copitos,2022-09-07,ambito,deportes,0
odio,2022-09-07,ambito,deportes,0
copitos,2022-09-07,ambito,nacional,0
odio,2022-09-07,ambito,nacional,1
copitos,2022-09-07,paginadoce,sociedad,0
odio,2022-09-07,paginadoce,sociedad,0
copitos,2022-09-07,clarin,politica,1
odio,2022-09-07,clarin,politica,10
copitos,2022-09-07,infobae,deportes,0
odio,2022-09-07,infobae,deportes,0
copitos,2022-09-07,todonoticias,musica,0
odio,2022-09-07,todonoticias,musica,0
copitos,2022-09-07,infobae,economia,0
odio,2022-09-07,infobae,economia,0
copitos,2022-09-07,infobae,sociedad,1
odio,2022-09-07,infobae,sociedad,0
copitos,2022-09-07,infobae,politica,1
odio,2022-09-07,infobae,politica,16
copitos,2022-09-07,perfil,sociedad,0
odio,2022-09-07,perfil,sociedad,0
copitos,2022-09-07,eldestape,deportes,0
odio,2022-09-07,eldestape,deportes,0
copitos,2022-09-07,infobae,salud,0
odio,2022-09-07,infobae,salud,0
copitos,2022-09-07,clarin,economia,0
odio,2022-09-07,clarin,economia,0
copitos,2022-09-07,clarin,internacional,0
odio,2022-09-07,clarin,internacional,0
copitos,2022-09-07,clarin,deportes,0
odio,2022-09-07,clarin,deportes,0
copitos,2022-09-07,todonoticias,deportes,0
odio,2022-09-07,todonoticias,deportes,0
copitos,2022-09-07,todonoticias,politica,0
odio,2022-09-07,todonoticias,politica,12
copitos,2022-09-07,todonoticias,policiales,0
odio,2022-09-07,todonoticias,policiales,0
copitos,2022-09-07,todonoticias,internacional,0
odio,2022-09-07,todonoticias,internacional,0
copitos,2022-09-07,lanacion,politica,0
odio,2022-09-07,lanacion,politica,5
copitos,2022-09-07,lanacion,sociedad,0
odio,2022-09-07,lanacion,sociedad,0
copitos,2022-09-07,lanacion,internacional,0
odio,2022-09-07,lanacion,internacional,0
copitos,2022-09-07,lanacion,economia,0
odio,2022-09-07,lanacion,economia,0
copitos,2022-09-07,eldestape,internacional,0
odio,2022-09-07,eldestape,internacional,1
copitos,2022-09-07,clarin,viajes,0
odio,2022-09-07,clarin,viajes,0
copitos,2022-09-07,lanacion,autos,0
odio,2022-09-07,lanacion,autos,0
copitos,2022-09-07,todonoticias,tecno,0
odio,2022-09-07,todonoticias,tecno,0
copitos,2022-09-07,diariodeleuco,todo,0
odio,2022-09-07,diariodeleuco,todo,3
copitos,2022-09-07,lanacion,lifestyle,0
odio,2022-09-07,lanacion,lifestyle,0
copitos,2022-09-07,perfil,ciencia,0
odio,2022-09-07,perfil,ciencia,3
copitos,2022-09-07,eldestape,cultura,0
odio,2022-09-07,eldestape,cultura,0
copitos,2022-09-07,todonoticias,opinion,0
odio,2022-09-07,todonoticias,opinion,1
copitos,2022-09-07,clarin,espectaculos,0
odio,2022-09-07,clarin,espectaculos,1
copitos,2022-09-07,lanacion,seguridad,0
odio,2022-09-07,lanacion,seguridad,0
copitos,2022-09-07,todonoticias,autos,0
odio,2022-09-07,todonoticias,autos,0
copitos,2022-09-07,clarin,policiales,0
odio,2022-09-07,clarin,policiales,0
copitos,2022-09-07,todonoticias,salud,0
odio,2022-09-07,todonoticias,salud,0
copitos,2022-09-07,paginadoce,internacional,0
odio,2022-09-07,paginadoce,internacional,1
copitos,2022-09-07,clarin,sociedad,0
odio,2022-09-07,clarin,sociedad,2
copitos,2022-09-07,lanacion,tecnologia,0
odio,2022-09-07,lanacion,tecnologia,0
copitos,2022-09-07,eldestape,sociedad,0
odio,2022-09-07,eldestape,sociedad,2
copitos,2022-09-07,eldestape,espectaculos,0
odio,2022-09-07,eldestape,espectaculos,0
copitos,2022-09-07,paginadoce,no,0
odio,2022-09-07,paginadoce,no,0
copitos,2022-09-07,perfil,opinion,0
odio,2022-09-07,perfil,opinion,8
copitos,2022-09-07,clarin,tecnologia,0
odio,2022-09-07,clarin,tecnologia,0
copitos,2022-09-07,lanacion,cultura,0
odio,2022-09-07,lanacion,cultura,0
copitos,2022-09-07,todonoticias,estilo,0
odio,2022-09-07,todonoticias,estilo,0
copitos,2022-09-07,lanacion,buenos-aires,0
odio,2022-09-07,lanacion,buenos-aires,0
copitos,2022-09-07,ambito,negocios,0
odio,2022-09-07,ambito,negocios,0
copitos,2022-09-07,clarin,autos,0
odio,2022-09-07,clarin,autos,0
copitos,2022-09-07,clarin,cultura,0
odio,2022-09-07,clarin,cultura,0
copitos,2022-09-07,perfil,tecnologia,0
odio,2022-09-07,perfil,tecnologia,0
copitos,2022-09-07,diariodeleuco,editorial,0
odio,2022-09-07,diariodeleuco,editorial,3
copitos,2022-09-07,clarin,ciudades,0
odio,2022-09-07,clarin,ciudades,0
copitos,2022-09-07,lanacion,salud,0
odio,2022-09-07,lanacion,salud,0
copitos,2022-09-07,ambito,lifestyle,0
odio,2022-09-07,ambito,lifestyle,0
copitos,2022-09-07,paginadoce,deportes,0
odio,2022-09-07,paginadoce,deportes,0
copitos,2022-09-07,eldestape,ciencia,0
odio,2022-09-07,eldestape,ciencia,0
copitos,2022-09-07,clarin,opinion,0
odio,2022-09-07,clarin,opinion,0
copitos,2022-09-07,clarin,arq,0
odio,2022-09-07,clarin,arq,0
copitos,2022-09-07,lanacion,turismo,0
odio,2022-09-07,lanacion,turismo,0
copitos,2022-09-07,paginadoce,economia,0
odio,2022-09-07,paginadoce,economia,0
copitos,2022-09-07,perfil,cultura,0
odio,2022-09-07,perfil,cultura,0
copitos,2022-09-07,paginadoce,las12,0
odio,2022-09-07,paginadoce,las12,1
copitos,2022-09-07,clarin,cartas-al-pais,0
odio,2022-09-07,clarin,cartas-al-pais,0
copitos,2022-09-01,casarosada,alberto,0
odio,2022-09-01,casarosada,alberto,0
copitos,2022-09-01,perfil,deportes,0
odio,2022-09-01,perfil,deportes,0
copitos,2022-09-01,perfil,ciencia,0
odio,2022-09-01,perfil,ciencia,0
copitos,2022-09-01,perfil,economia,0
odio,2022-09-01,perfil,economia,0
copitos,2022-09-01,perfil,salud,0
odio,2022-09-01,perfil,salud,0
copitos,2022-09-01,perfil,internacional,0
odio,2022-09-01,perfil,internacional,0
copitos,2022-09-01,perfil,politica,0
odio,2022-09-01,perfil,politica,0
copitos,2022-09-01,perfil,sociedad,0
odio,2022-09-01,perfil,sociedad,0
copitos,2022-09-01,perfil,espectaculos,0
odio,2022-09-01,perfil,espectaculos,0
copitos,2022-09-01,lanacion,deportes,0
odio,2022-09-01,lanacion,deportes,0
copitos,2022-09-01,paginadoce,rosario12,0
odio,2022-09-01,paginadoce,rosario12,0
copitos,2022-09-01,eldestape,politica,0
odio,2022-09-01,eldestape,politica,2
copitos,2022-09-01,eldestape,sociedad,0
odio,2022-09-01,eldestape,sociedad,0
copitos,2022-09-01,eldestape,economia,0
odio,2022-09-01,eldestape,economia,0
copitos,2022-09-01,eldestape,deportes,0
odio,2022-09-01,eldestape,deportes,0
copitos,2022-09-01,infobae,opinion,0
odio,2022-09-01,infobae,opinion,0
copitos,2022-09-01,infobae,deportes,0
odio,2022-09-01,infobae,deportes,0
copitos,2022-09-01,infobae,internacional,0
odio,2022-09-01,infobae,internacional,1
copitos,2022-09-01,infobae,inhouse,0
odio,2022-09-01,infobae,inhouse,0
copitos,2022-09-01,ambito,economia,0
odio,2022-09-01,ambito,economia,0
copitos,2022-09-01,ambito,sociedad,0
odio,2022-09-01,ambito,sociedad,0
copitos,2022-09-01,ambito,internacional,0
odio,2022-09-01,ambito,internacional,0
copitos,2022-09-01,ambito,deportes,0
odio,2022-09-01,ambito,deportes,0
copitos,2022-09-01,ambito,espectaculos,0
odio,2022-09-01,ambito,espectaculos,0
copitos,2022-09-01,ambito,finanzas,0
odio,2022-09-01,ambito,finanzas,0
copitos,2022-09-01,ambito,nacional,0
odio,2022-09-01,ambito,nacional,0
copitos,2022-09-01,todonoticias,economia,0
odio,2022-09-01,todonoticias,economia,0
copitos,2022-09-01,paginadoce,espectaculos,0
odio,2022-09-01,paginadoce,espectaculos,0
copitos,2022-09-01,paginadoce,universidad,0
odio,2022-09-01,paginadoce,universidad,0
copitos,2022-09-01,paginadoce,psicologia,0
odio,2022-09-01,paginadoce,psicologia,0
copitos,2022-09-01,paginadoce,politica,0
odio,2022-09-01,paginadoce,politica,0
copitos,2022-09-01,infobae,politica,0
odio,2022-09-01,infobae,politica,1
copitos,2022-09-01,infobae,cultura,0
odio,2022-09-01,infobae,cultura,0
copitos,2022-09-01,ambito,politica,0
odio,2022-09-01,ambito,politica,0
copitos,2022-09-01,todonoticias,espectaculos,0
odio,2022-09-01,todonoticias,espectaculos,0
copitos,2022-09-01,infobae,espectaculos,0
odio,2022-09-01,infobae,espectaculos,0
copitos,2022-09-01,infobae,sociedad,0
odio,2022-09-01,infobae,sociedad,0
copitos,2022-09-01,paginadoce,economia,0
odio,2022-09-01,paginadoce,economia,0
copitos,2022-09-01,clarin,deportes,0
odio,2022-09-01,clarin,deportes,0
copitos,2022-09-01,infobae,salud,0
odio,2022-09-01,infobae,salud,0
copitos,2022-09-01,infobae,economia,0
odio,2022-09-01,infobae,economia,0
copitos,2022-09-01,perfil,opinion,0
odio,2022-09-01,perfil,opinion,0
copitos,2022-09-01,paginadoce,sociedad,0
odio,2022-09-01,paginadoce,sociedad,0
copitos,2022-09-01,clarin,politica,0
odio,2022-09-01,clarin,politica,0
copitos,2022-09-01,infobae,tendencias,0
odio,2022-09-01,infobae,tendencias,0
copitos,2022-09-01,perfil,policiales,0
odio,2022-09-01,perfil,policiales,0
copitos,2022-09-01,clarin,sociedad,0
odio,2022-09-01,clarin,sociedad,0
copitos,2022-09-01,todonoticias,sociedad,0
odio,2022-09-01,todonoticias,sociedad,0
copitos,2022-09-01,todonoticias,politica,0
odio,2022-09-01,todonoticias,politica,0
copitos,2022-09-01,clarin,internacional,0
odio,2022-09-01,clarin,internacional,0
copitos,2022-09-01,todonoticias,deportes,0
odio,2022-09-01,todonoticias,deportes,0
copitos,2022-09-01,eldestape,internacional,0
odio,2022-09-01,eldestape,internacional,0
copitos,2022-09-01,clarin,economia,0
odio,2022-09-01,clarin,economia,0
copitos,2022-09-01,clarin,policiales,0
odio,2022-09-01,clarin,policiales,0
copitos,2022-09-01,lanacion,espectaculos,0
odio,2022-09-01,lanacion,espectaculos,0
copitos,2022-09-01,lanacion,economia,0
odio,2022-09-01,lanacion,economia,0
copitos,2022-09-01,lanacion,sociedad,0
odio,2022-09-01,lanacion,sociedad,0
copitos,2022-09-01,lanacion,internacional,0
odio,2022-09-01,lanacion,internacional,0
copitos,2022-09-01,lanacion,politica,0
odio,2022-09-01,lanacion,politica,3
copitos,2022-09-01,paginadoce,internacional,0
odio,2022-09-01,paginadoce,internacional,0
copitos,2022-09-01,diariodeleuco,todo,0
odio,2022-09-01,diariodeleuco,todo,0
copitos,2022-09-01,lanacion,salud,0
odio,2022-09-01,lanacion,salud,0
copitos,2022-09-01,todonoticias,musica,0
odio,2022-09-01,todonoticias,musica,0
copitos,2022-09-01,lanacion,cultura,0
odio,2022-09-01,lanacion,cultura,0
copitos,2022-09-01,todonoticias,policiales,0
odio,2022-09-01,todonoticias,policiales,0
copitos,2022-09-01,todonoticias,estilo,0
odio,2022-09-01,todonoticias,estilo,0
copitos,2022-09-01,lanacion,tecnologia,0
odio,2022-09-01,lanacion,tecnologia,0
copitos,2022-09-01,todonoticias,autos,0
odio,2022-09-01,todonoticias,autos,0
copitos,2022-09-01,todonoticias,salud,0
odio,2022-09-01,todonoticias,salud,0
copitos,2022-09-01,clarin,rural,0
odio,2022-09-01,clarin,rural,0
copitos,2022-09-01,lanacion,seguridad,0
odio,2022-09-01,lanacion,seguridad,0
copitos,2022-09-01,eldestape,espectaculos,0
odio,2022-09-01,eldestape,espectaculos,0
copitos,2022-09-01,clarin,espectaculos,0
odio,2022-09-01,clarin,espectaculos,0
copitos,2022-09-01,todonoticias,internacional,0
odio,2022-09-01,todonoticias,internacional,0
copitos,2022-09-01,todonoticias,tecno,0
odio,2022-09-01,todonoticias,tecno,0
copitos,2022-09-01,eldestape,cultura,0
odio,2022-09-01,eldestape,cultura,0
copitos,2022-09-01,clarin,autos,0
odio,2022-09-01,clarin,autos,0
copitos,2022-09-01,clarin,tecnologia,0
odio,2022-09-01,clarin,tecnologia,0
copitos,2022-09-01,paginadoce,deportes,0
odio,2022-09-01,paginadoce,deportes,0
copitos,2022-09-01,paginadoce,no,0
odio,2022-09-01,paginadoce,no,0
copitos,2022-09-01,ambito,negocios,0
odio,2022-09-01,ambito,negocios,0
copitos,2022-09-01,clarin,arq,0
odio,2022-09-01,clarin,arq,0
copitos,2022-09-01,perfil,cultura,0
odio,2022-09-01,perfil,cultura,0
copitos,2022-09-01,clarin,cultura,0
odio,2022-09-01,clarin,cultura,0
copitos,2022-09-01,todonoticias,opinion,0
odio,2022-09-01,todonoticias,opinion,0
copitos,2022-09-01,lanacion,autos,0
odio,2022-09-01,lanacion,autos,0
copitos,2022-09-01,perfil,tecnologia,0
odio,2022-09-01,perfil,tecnologia,0
copitos,2022-09-01,clarin,buena-vida,0
odio,2022-09-01,clarin,buena-vida,0
copitos,2022-09-01,lanacion,propiedades,0
odio,2022-09-01,lanacion,propiedades,0
copitos,2022-09-01,lanacion,comunidad,0
odio,2022-09-01,lanacion,comunidad,0
copitos,2022-09-01,clarin,ciudades,0
odio,2022-09-01,clarin,ciudades,0
copitos,2022-09-01,ambito,lifestyle,0
odio,2022-09-01,ambito,lifestyle,0
copitos,2022-09-01,clarin,opinion,0
odio,2022-09-01,clarin,opinion,0
copitos,2022-09-01,diariodeleuco,editorial,0
odio,2022-09-01,diariodeleuco,editorial,0
copitos,2022-09-18,perfil,deportes,0
odio,2022-09-18,perfil,deportes,0
copitos,2022-09-18,perfil,politica,0
odio,2022-09-18,perfil,politica,2
copitos,2022-09-18,perfil,espectaculos,0
odio,2022-09-18,perfil,espectaculos,0
copitos,2022-09-18,perfil,internacional,0
odio,2022-09-18,perfil,internacional,0
copitos,2022-09-18,infobae,internacional,0
odio,2022-09-18,infobae,internacional,1
copitos,2022-09-18,infobae,tendencias,0
odio,2022-09-18,infobae,tendencias,0
copitos,2022-09-18,infobae,salud,0
odio,2022-09-18,infobae,salud,0
copitos,2022-09-18,perfil,sociedad,0
odio,2022-09-18,perfil,sociedad,0
copitos,2022-09-18,perfil,opinion,0
odio,2022-09-18,perfil,opinion,1
copitos,2022-09-18,ambito,sociedad,0
odio,2022-09-18,ambito,sociedad,0
copitos,2022-09-18,ambito,negocios,0
odio,2022-09-18,ambito,negocios,0
copitos,2022-09-18,ambito,opinion,1
odio,2022-09-18,ambito,opinion,1
copitos,2022-09-18,paginadoce,sociedad,0
odio,2022-09-18,paginadoce,sociedad,0
copitos,2022-09-18,paginadoce,radar,0
odio,2022-09-18,paginadoce,radar,0
copitos,2022-09-18,paginadoce,economia,0
odio,2022-09-18,paginadoce,economia,0
copitos,2022-09-18,paginadoce,rosario12,0
odio,2022-09-18,paginadoce,rosario12,0
copitos,2022-09-18,paginadoce,politica,2
odio,2022-09-18,paginadoce,politica,3
copitos,2022-09-18,clarin,politica,4
odio,2022-09-18,clarin,politica,2
copitos,2022-09-18,eldestape,politica,1
odio,2022-09-18,eldestape,politica,2
copitos,2022-09-18,eldestape,internacional,0
odio,2022-09-18,eldestape,internacional,0
copitos,2022-09-18,eldestape,economia,0
odio,2022-09-18,eldestape,economia,0
copitos,2022-09-18,eldestape,sociedad,0
odio,2022-09-18,eldestape,sociedad,0
copitos,2022-09-18,infobae,espectaculos,0
odio,2022-09-18,infobae,espectaculos,0
copitos,2022-09-18,ambito,finanzas,0
odio,2022-09-18,ambito,finanzas,0
copitos,2022-09-18,ambito,lifestyle,0
odio,2022-09-18,ambito,lifestyle,0
copitos,2022-09-18,paginadoce,radar libros,0
odio,2022-09-18,paginadoce,radar libros,0
copitos,2022-09-18,paginadoce,espectaculos,0
odio,2022-09-18,paginadoce,espectaculos,0
copitos,2022-09-18,perfil,cultura,0
odio,2022-09-18,perfil,cultura,0
copitos,2022-09-18,eldestape,deportes,0
odio,2022-09-18,eldestape,deportes,0
copitos,2022-09-18,infobae,cultura,0
odio,2022-09-18,infobae,cultura,0
copitos,2022-09-18,perfil,policiales,0
odio,2022-09-18,perfil,policiales,0
copitos,2022-09-18,perfil,economia,0
odio,2022-09-18,perfil,economia,0
copitos,2022-09-18,perfil,salud,0
odio,2022-09-18,perfil,salud,0
copitos,2022-09-18,infobae,opinion,0
odio,2022-09-18,infobae,opinion,0
copitos,2022-09-18,infobae,deportes,0
odio,2022-09-18,infobae,deportes,0
copitos,2022-09-18,infobae,politica,3
odio,2022-09-18,infobae,politica,0
copitos,2022-09-18,infobae,economia,0
odio,2022-09-18,infobae,economia,0
copitos,2022-09-18,infobae,sociedad,0
odio,2022-09-18,infobae,sociedad,0
copitos,2022-09-18,clarin,deportes,0
odio,2022-09-18,clarin,deportes,0
copitos,2022-09-18,clarin,espectaculos,0
odio,2022-09-18,clarin,espectaculos,0
copitos,2022-09-18,clarin,economia,0
odio,2022-09-18,clarin,economia,0
copitos,2022-09-18,todonoticias,sociedad,0
odio,2022-09-18,todonoticias,sociedad,0
copitos,2022-09-18,todonoticias,policiales,0
odio,2022-09-18,todonoticias,policiales,0
copitos,2022-09-18,todonoticias,autos,0
odio,2022-09-18,todonoticias,autos,0
copitos,2022-09-18,todonoticias,salud,0
odio,2022-09-18,todonoticias,salud,0
copitos,2022-09-18,todonoticias,espectaculos,0
odio,2022-09-18,todonoticias,espectaculos,0
copitos,2022-09-18,todonoticias,opinion,1
odio,2022-09-18,todonoticias,opinion,0
copitos,2022-09-18,todonoticias,politica,5
odio,2022-09-18,todonoticias,politica,2
copitos,2022-09-18,todonoticias,deportes,0
odio,2022-09-18,todonoticias,deportes,0
copitos,2022-09-18,todonoticias,economia,0
odio,2022-09-18,todonoticias,economia,0
copitos,2022-09-18,todonoticias,estilo,0
odio,2022-09-18,todonoticias,estilo,0
copitos,2022-09-18,todonoticias,internacional,0
odio,2022-09-18,todonoticias,internacional,0
copitos,2022-09-18,clarin,cartas-al-pais,0
odio,2022-09-18,clarin,cartas-al-pais,0
copitos,2022-09-18,clarin,opinion,0
odio,2022-09-18,clarin,opinion,0
copitos,2022-09-18,clarin,ciudades,0
odio,2022-09-18,clarin,ciudades,0
copitos,2022-09-18,clarin,internacional,0
odio,2022-09-18,clarin,internacional,0
copitos,2022-09-18,lanacion,espectaculos,0
odio,2022-09-18,lanacion,espectaculos,0
copitos,2022-09-18,lanacion,deportes,0
odio,2022-09-18,lanacion,deportes,0
copitos,2022-09-18,lanacion,internacional,0
odio,2022-09-18,lanacion,internacional,0
copitos,2022-09-18,lanacion,economia,0
odio,2022-09-18,lanacion,economia,0
copitos,2022-09-18,lanacion,autos,0
odio,2022-09-18,lanacion,autos,0
copitos,2022-09-18,lanacion,politica,2
odio,2022-09-18,lanacion,politica,5
copitos,2022-09-18,lanacion,cultura,0
odio,2022-09-18,lanacion,cultura,0
copitos,2022-09-18,perfil,ciencia,0
odio,2022-09-18,perfil,ciencia,0
copitos,2022-09-18,ambito,economia,0
odio,2022-09-18,ambito,economia,0
copitos,2022-09-18,eldestape,espectaculos,0
odio,2022-09-18,eldestape,espectaculos,0
copitos,2022-09-18,ambito,politica,2
odio,2022-09-18,ambito,politica,2
copitos,2022-09-18,lanacion,propiedades,0
odio,2022-09-18,lanacion,propiedades,0
copitos,2022-09-18,clarin,sociedad,0
odio,2022-09-18,clarin,sociedad,0
copitos,2022-09-18,lanacion,sociedad,0
odio,2022-09-18,lanacion,sociedad,0
copitos,2022-09-18,clarin,policiales,0
odio,2022-09-18,clarin,policiales,0
copitos,2022-09-18,lanacion,tecnologia,0
odio,2022-09-18,lanacion,tecnologia,0
copitos,2022-09-18,eldestape,cultura,0
odio,2022-09-18,eldestape,cultura,0
copitos,2022-09-18,ambito,deportes,0
odio,2022-09-18,ambito,deportes,0
copitos,2022-09-18,ambito,espectaculos,0
odio,2022-09-18,ambito,espectaculos,0
copitos,2022-09-18,ambito,internacional,0
odio,2022-09-18,ambito,internacional,0
copitos,2022-09-18,lanacion,seguridad,0
odio,2022-09-18,lanacion,seguridad,0
copitos,2022-09-18,paginadoce,internacional,0
odio,2022-09-18,paginadoce,internacional,0
copitos,2022-09-18,paginadoce,deportes,0
odio,2022-09-18,paginadoce,deportes,0
copitos,2022-09-18,lanacion,comunidad,0
odio,2022-09-18,lanacion,comunidad,0
copitos,2022-09-18,clarin,rural,0
odio,2022-09-18,clarin,rural,0
copitos,2022-09-08,perfil,economia,0
odio,2022-09-08,perfil,economia,0
copitos,2022-09-08,perfil,politica,0
odio,2022-09-08,perfil,politica,5
copitos,2022-09-08,perfil,deportes,0
odio,2022-09-08,perfil,deportes,0
copitos,2022-09-08,perfil,espectaculos,0
odio,2022-09-08,perfil,espectaculos,0
copitos,2022-09-08,perfil,policiales,0
odio,2022-09-08,perfil,policiales,0
copitos,2022-09-08,lanacion,deportes,0
odio,2022-09-08,lanacion,deportes,0
copitos,2022-09-08,lanacion,espectaculos,0
odio,2022-09-08,lanacion,espectaculos,0
copitos,2022-09-08,infobae,internacional,0
odio,2022-09-08,infobae,internacional,6
copitos,2022-09-08,infobae,opinion,0
odio,2022-09-08,infobae,opinion,0
copitos,2022-09-08,perfil,sociedad,0
odio,2022-09-08,perfil,sociedad,0
copitos,2022-09-08,paginadoce,economia,0
odio,2022-09-08,paginadoce,economia,0
copitos,2022-09-08,paginadoce,rosario12,0
odio,2022-09-08,paginadoce,rosario12,0
copitos,2022-09-08,clarin,politica,1
odio,2022-09-08,clarin,politica,2
copitos,2022-09-08,eldestape,politica,0
odio,2022-09-08,eldestape,politica,11
copitos,2022-09-08,eldestape,economia,0
odio,2022-09-08,eldestape,economia,0
copitos,2022-09-08,eldestape,internacional,0
odio,2022-09-08,eldestape,internacional,0
copitos,2022-09-08,eldestape,sociedad,0
odio,2022-09-08,eldestape,sociedad,0
copitos,2022-09-08,infobae,cultura,0
odio,2022-09-08,infobae,cultura,0
copitos,2022-09-08,infobae,espectaculos,0
odio,2022-09-08,infobae,espectaculos,0
copitos,2022-09-08,infobae,inhouse,0
odio,2022-09-08,infobae,inhouse,0
copitos,2022-09-08,ambito,politica,0
odio,2022-09-08,ambito,politica,1
copitos,2022-09-08,ambito,economia,0
odio,2022-09-08,ambito,economia,0
copitos,2022-09-08,ambito,sociedad,0
odio,2022-09-08,ambito,sociedad,0
copitos,2022-09-08,ambito,espectaculos,0
odio,2022-09-08,ambito,espectaculos,1
copitos,2022-09-08,ambito,finanzas,0
odio,2022-09-08,ambito,finanzas,0
copitos,2022-09-08,ambito,negocios,0
odio,2022-09-08,ambito,negocios,0
copitos,2022-09-08,ambito,nacional,0
odio,2022-09-08,ambito,nacional,0
copitos,2022-09-08,todonoticias,policiales,0
odio,2022-09-08,todonoticias,policiales,0
copitos,2022-09-08,todonoticias,economia,0
odio,2022-09-08,todonoticias,economia,0
copitos,2022-09-08,todonoticias,sociedad,0
odio,2022-09-08,todonoticias,sociedad,0
copitos,2022-09-08,paginadoce,espectaculos,0
odio,2022-09-08,paginadoce,espectaculos,0
copitos,2022-09-08,paginadoce,politica,0
odio,2022-09-08,paginadoce,politica,11
copitos,2022-09-08,paginadoce,universidad,0
odio,2022-09-08,paginadoce,universidad,0
copitos,2022-09-08,clarin,policiales,0
odio,2022-09-08,clarin,policiales,0
copitos,2022-09-08,infobae,sociedad,0
odio,2022-09-08,infobae,sociedad,0
copitos,2022-09-08,infobae,economia,0
odio,2022-09-08,infobae,economia,0
copitos,2022-09-08,paginadoce,deportes,0
odio,2022-09-08,paginadoce,deportes,0
copitos,2022-09-08,paginadoce,psicologia,0
odio,2022-09-08,paginadoce,psicologia,2
copitos,2022-09-08,clarin,deportes,0
odio,2022-09-08,clarin,deportes,0
copitos,2022-09-08,eldestape,cultura,0
odio,2022-09-08,eldestape,cultura,0
copitos,2022-09-08,paginadoce,internacional,0
odio,2022-09-08,paginadoce,internacional,1
copitos,2022-09-08,paginadoce,sociedad,0
odio,2022-09-08,paginadoce,sociedad,1
copitos,2022-09-08,infobae,deportes,0
odio,2022-09-08,infobae,deportes,0
copitos,2022-09-08,infobae,politica,6
odio,2022-09-08,infobae,politica,12
copitos,2022-09-08,infobae,tendencias,0
odio,2022-09-08,infobae,tendencias,0
copitos,2022-09-08,infobae,salud,0
odio,2022-09-08,infobae,salud,0
copitos,2022-09-08,todonoticias,espectaculos,0
odio,2022-09-08,todonoticias,espectaculos,0
copitos,2022-09-08,clarin,sociedad,0
odio,2022-09-08,clarin,sociedad,0
copitos,2022-09-08,eldestape,deportes,0
odio,2022-09-08,eldestape,deportes,0
copitos,2022-09-08,clarin,internacional,0
odio,2022-09-08,clarin,internacional,0
copitos,2022-09-08,clarin,economia,0
odio,2022-09-08,clarin,economia,0
copitos,2022-09-08,perfil,opinion,0
odio,2022-09-08,perfil,opinion,1
copitos,2022-09-08,todonoticias,politica,3
odio,2022-09-08,todonoticias,politica,0
copitos,2022-09-08,todonoticias,deportes,0
odio,2022-09-08,todonoticias,deportes,0
copitos,2022-09-08,clarin,viva,0
odio,2022-09-08,clarin,viva,0
copitos,2022-09-08,todonoticias,tecno,0
